Municipio;Ano;target_por_area;preco_6;TNx_6;TNn_6;TXx_6;TXn_6;TX90p_6;Tn90p_6;WD30_6;WN22_6;Frost_6;Tn10p_6;TXMCD_6;Tmin7_6;Tmin3_6;Tmin2_6;Tmin1_6;Tmax10_6;Tmax7_6;PRCPTOT_6;Drydays_6;Wetdays_6;CWD_6;CDD_6;Wet20mm_6;Prec-Intensity_6;rx1day_6;rx5day_6;r95p_6;pr-wet-qrt_6;pr-dry-qrt_6;preco_7;TNx_7;TNn_7;TXx_7;TXn_7;TX90p_7;Tn90p_7;WD30_7;WN22_7;Frost_7;Tn10p_7;TXMCD_7;Tmin7_7;Tmin3_7;Tmin2_7;Tmin1_7;Tmax10_7;Tmax7_7;PRCPTOT_7;Drydays_7;Wetdays_7;CWD_7;CDD_7;Wet20mm_7;Prec-Intensity_7;rx1day_7;rx5day_7;r95p_7;pr-wet-qrt_7;pr-dry-qrt_7;preco_8;TNx_8;TNn_8;TXx_8;TXn_8;TX90p_8;Tn90p_8;WD30_8;WN22_8;Frost_8;Tn10p_8;TXMCD_8;Tmin7_8;Tmin3_8;Tmin2_8;Tmin1_8;Tmax10_8;Tmax7_8;PRCPTOT_8;Drydays_8;Wetdays_8;CWD_8;CDD_8;Wet20mm_8;Prec-Intensity_8;rx1day_8;rx5day_8;r95p_8;pr-wet-qrt_8;pr-dry-qrt_8;preco_9;TNx_9;TNn_9;TXx_9;TXn_9;TX90p_9;Tn90p_9;WD30_9;WN22_9;Frost_9;Tn10p_9;TXMCD_9;Tmin7_9;Tmin3_9;Tmin2_9;Tmin1_9;Tmax10_9;Tmax7_9;PRCPTOT_9;Drydays_9;Wetdays_9;CWD_9;CDD_9;Wet20mm_9;Prec-Intensity_9;rx1day_9;rx5day_9;r95p_9;pr-wet-qrt_9;pr-dry-qrt_9;preco_10;TNx_10;TNn_10;TXx_10;TXn_10;TX90p_10;Tn90p_10;WD30_10;WN22_10;Frost_10;Tn10p_10;TXMCD_10;Tmin7_10;Tmin3_10;Tmin2_10;Tmin1_10;Tmax10_10;Tmax7_10;PRCPTOT_10;Drydays_10;Wetdays_10;CWD_10;CDD_10;Wet20mm_10;Prec-Intensity_10;rx1day_10;rx5day_10;r95p_10;pr-wet-qrt_10;pr-dry-qrt_10;preco_11;TNx_11;TNn_11;TXx_11;TXn_11;TX90p_11;Tn90p_11;WD30_11;WN22_11;Frost_11;Tn10p_11;TXMCD_11;Tmin7_11;Tmin3_11;Tmin2_11;Tmin1_11;Tmax10_11;Tmax7_11;PRCPTOT_11;Drydays_11;Wetdays_11;CWD_11;CDD_11;Wet20mm_11;Prec-Intensity_11;rx1day_11;rx5day_11;r95p_11;pr-wet-qrt_11;pr-dry-qrt_11;preco_12;TNx_12;TNn_12;TXx_12;TXn_12;TX90p_12;Tn90p_12;WD30_12;WN22_12;Frost_12;Tn10p_12;TXMCD_12;Tmin7_12;Tmin3_12;Tmin2_12;Tmin1_12;Tmax10_12;Tmax7_12;PRCPTOT_12;Drydays_12;Wetdays_12;CWD_12;CDD_12;Wet20mm_12;Prec-Intensity_12;rx1day_12;rx5day_12;r95p_12;pr-wet-qrt_12;pr-dry-qrt_12;preco_1;TNx_1;TNn_1;TXx_1;TXn_1;TX90p_1;Tn90p_1;WD30_1;WN22_1;Frost_1;Tn10p_1;TXMCD_1;Tmin7_1;Tmin3_1;Tmin2_1;Tmin1_1;Tmax10_1;Tmax7_1;PRCPTOT_1;Drydays_1;Wetdays_1;CWD_1;CDD_1;Wet20mm_1;Prec-Intensity_1;rx1day_1;rx5day_1;r95p_1;pr-wet-qrt_1;pr-dry-qrt_1;preco_2;TNx_2;TNn_2;TXx_2;TXn_2;TX90p_2;Tn90p_2;WD30_2;WN22_2;Frost_2;Tn10p_2;TXMCD_2;Tmin7_2;Tmin3_2;Tmin2_2;Tmin1_2;Tmax10_2;Tmax7_2;PRCPTOT_2;Drydays_2;Wetdays_2;CWD_2;CDD_2;Wet20mm_2;Prec-Intensity_2;rx1day_2;rx5day_2;r95p_2;pr-wet-qrt_2;pr-dry-qrt_2;preco_3;TNx_3;TNn_3;TXx_3;TXn_3;TX90p_3;Tn90p_3;WD30_3;WN22_3;Frost_3;Tn10p_3;TXMCD_3;Tmin7_3;Tmin3_3;Tmin2_3;Tmin1_3;Tmax10_3;Tmax7_3;PRCPTOT_3;Drydays_3;Wetdays_3;CWD_3;CDD_3;Wet20mm_3;Prec-Intensity_3;rx1day_3;rx5day_3;r95p_3;pr-wet-qrt_3;pr-dry-qrt_3;preco_4;TNx_4;TNn_4;TXx_4;TXn_4;TX90p_4;Tn90p_4;WD30_4;WN22_4;Frost_4;Tn10p_4;TXMCD_4;Tmin7_4;Tmin3_4;Tmin2_4;Tmin1_4;Tmax10_4;Tmax7_4;PRCPTOT_4;Drydays_4;Wetdays_4;CWD_4;CDD_4;Wet20mm_4;Prec-Intensity_4;rx1day_4;rx5day_4;r95p_4;pr-wet-qrt_4;pr-dry-qrt_4;preco_5;TNx_5;TNn_5;TXx_5;TXn_5;TX90p_5;Tn90p_5;WD30_5;WN22_5;Frost_5;Tn10p_5;TXMCD_5;Tmin7_5;Tmin3_5;Tmin2_5;Tmin1_5;Tmax10_5;Tmax7_5;PRCPTOT_5;Drydays_5;Wetdays_5;CWD_5;CDD_5;Wet20mm_5;Prec-Intensity_5;rx1day_5;rx5day_5;r95p_5;pr-wet-qrt_5;pr-dry-qrt_5;cluster
Piedade_de_Caratinga;2019;1.44;123.18;16.96;8.55;27.01;20.08;1;10;0;0;0;0;7;0;0;0;0;0;0;4.25;29;1;1;24;0;1.39;1.39;1.97;0;269.77;149.59;125.22;16.14;9.23;28.08;21.55;6;6;0;0;0;0;9;0;0;0;0;0;0;2.54;31;0;0;31;0;0.0;0.85;1.2;0;123.98;63.53;117.15;18.63;10.97;30.18;20.6;3;12;1;0;0;0;7;0;0;0;0;0;0;18.64;27;4;3;26;0;3.98;8.57;16.37;0;68.96;25.37;107.23;20.37;10.88;33.15;21.64;6;12;4;0;0;0;13;0;0;0;0;0;0;38.12;22;8;7;14;0;4.65;11.14;27.73;0;62.83;24.81;112.76;21.57;14.65;35.44;22.27;10;18;13;0;0;0;12;0;0;0;0;0;0;89.36;22;9;3;6;2;9.5;29.77;49.69;2;131.19;63.72;113.25;21.25;15.6;31.96;20.36;2;11;5;0;0;0;9;0;0;0;0;0;0;119.47;13;17;4;4;1;6.9;32.47;63.08;1;250.13;196.11;105.41;22.75;14.41;33.87;22.82;10;9;11;2;0;1;17;0;0;0;0;0;0;335.95;14;17;8;10;8;19.61;45.24;188.39;8;588.98;316.18;107.04;21.13;17.36;32.71;28.3;19;12;24;0;0;0;31;0;0;0;0;0;0;52.99;27;4;1;12;1;13.22;45.65;196.14;1;586.89;508.41;107.01;22.46;17.76;33.9;25.16;10;15;18;1;0;0;28;0;0;0;0;0;0;153.79;16;12;4;5;1;12.66;45.29;83.92;2;542.1;524.38;101.13;22.05;15.98;33.36;23.13;15;17;19;1;0;0;20;0;0;0;0;0;0;65.4;20;11;2;7;0;5.59;16.86;33.82;0;505.54;230.62;97.74;20.7;16.42;31.74;24.87;16;18;7;0;0;0;16;0;0;0;0;0;0;86.05;18;12;3;4;0;7.01;15.81;34.99;0;305.31;260.09;98.2;19.66;13.23;29.83;20.73;18;16;0;0;0;0;13;0;0;0;0;0;0;64.18;23;8;6;12;1;7.92;21.12;41.01;1;271.12;215.29;1
Piedade_de_Caratinga;2020;1.8;110.88;17.47;8.21;29.95;22.63;7;14;0;0;0;1;9;0;0;0;0;0;0;2.16;30;0;0;30;0;0.0;0.89;1.08;0;196.19;145.64;117.05;14.77;6.84;30.32;20.99;13;4;2;0;0;1;7;1;0;0;0;0;0;2.44;30;1;1;24;0;1.9;1.9;2.18;0;116.29;68.76;103.89;17.98;8.77;30.71;22.48;10;8;1;0;0;1;8;0;0;0;0;0;0;9.68;27;4;4;22;0;2.36;4.21;9.44;0;48.44;7.33;101.09;20.27;12.34;35.88;21.11;12;11;12;0;0;0;16;0;0;0;0;0;0;24.35;28;2;2;25;0;11.95;17.78;24.07;0;40.25;12.9;99.45;20.55;15.7;35.37;25.52;6;12;13;0;0;0;31;0;0;0;0;0;0;61.18;22;9;3;9;1;6.51;23.03;47.61;2;129.16;41.68;108.14;22.37;15.06;34.86;22.7;10;18;10;1;0;0;14;0;0;0;0;0;0;235.6;14;16;10;8;3;14.61;50.13;101.86;3;321.13;132.12;125.25;20.87;16.56;31.28;21.21;6;16;9;0;0;0;23;0;0;0;0;0;0;184.73;16;15;4;13;4;12.26;44.03;129.38;4;492.51;455.97;120.27;22.8;17.14;34.31;21.59;10;21;15;1;0;0;20;0;0;0;0;0;0;288.49;16;15;7;5;5;19.15;90.37;180.24;5;703.08;517.99;112.9;21.54;17.32;32.57;23.64;6;11;11;0;0;0;14;0;0;0;0;0;0;209.7;13;16;8;4;3;13.0;49.66;63.02;3;741.43;638.59;116.75;20.03;13.97;30.7;20.77;1;6;2;0;0;2;13;0;0;0;0;0;0;147.54;11;20;8;4;1;7.36;31.06;106.85;1;653.66;623.15;109.05;19.69;11.33;30.92;21.73;1;4;1;0;0;3;8;0;0;0;0;0;0;97.09;16;14;8;5;2;6.85;28.02;66.07;2;666.36;437.57;100.66;16.36;5.05;27.81;19.26;2;0;0;0;0;7;3;3;0;0;0;0;0;33.52;25;6;3;7;0;5.51;12.81;17.06;0;431.04;201.23;1
Piedade_de_Caratinga;2021;1.2;98.75;15.16;6.95;28.13;19.88;3;4;0;0;0;5;7;1;0;0;0;0;0;3.8;29;1;1;19;0;1.85;1.85;2.25;0;185.01;133.56;101.41;16.09;8.39;27.59;20.92;3;5;0;0;0;0;3;0;0;0;0;0;0;20.12;29;2;2;27;0;9.45;14.96;19.6;0;91.24;56.92;101.67;16.91;4.99;29.65;14.45;3;2;0;0;0;4;8;3;0;0;0;0;0;14.48;27;4;2;10;0;3.36;5.55;8.32;0;53.23;38.4;101.87;19.37;10.42;36.19;25.88;10;6;8;0;0;0;30;0;0;0;0;0;0;3.61;29;1;1;23;0;1.95;1.95;3.61;0;39.06;20.74;92.77;21.43;15.02;37.76;19.08;10;8;11;0;0;0;10;0;0;0;0;0;0;238.58;14;17;8;6;3;14.02;114.37;126.96;3;254.79;22.52;102.02;19.81;12.41;31.79;19.85;2;1;2;0;0;1;8;0;0;0;0;0;0;78.65;18;12;4;10;1;6.3;20.97;148.55;1;325.21;276.86;114.36;21.59;13.66;30.87;24.13;2;6;4;0;0;3;21;0;0;0;0;0;0;122.27;16;15;4;7;0;7.86;18.92;47.72;0;442.3;386.4;119.57;21.91;15.68;31.18;24.08;2;5;13;0;0;1;27;0;0;0;0;0;0;107.0;22;9;4;8;2;11.8;43.97;92.27;2;537.17;307.92;128.0;20.9;16.78;31.74;21.83;3;7;6;0;0;0;10;0;0;0;0;0;0;240.96;10;18;9;4;2;13.26;68.89;148.8;2;480.88;441.78;128.62;20.0;15.49;31.81;27.38;7;2;10;0;0;1;31;0;0;0;0;0;0;67.88;22;9;6;10;1;7.37;24.49;51.05;1;465.48;413.84;134.43;19.96;12.12;29.91;24.54;2;4;0;0;0;7;16;0;0;0;0;0;0;37.97;20;10;6;10;0;3.7;9.72;24.93;0;346.81;340.48;153.33;17.38;9.25;30.0;23.47;11;4;0;0;0;1;8;0;0;0;0;0;0;13.82;30;1;1;16;0;12.29;12.29;12.49;0;289.59;117.57;1
Piedade_de_Caratinga;2022;1.56;158.15;16.79;8.11;28.41;20.49;4;3;0;0;0;2;3;0;0;0;0;0;0;11.75;28;2;2;17;0;5.39;6.9;10.86;0;70.37;61.33;147.75;13.74;6.98;29.54;17.23;5;0;0;0;0;2;5;1;0;0;0;0;0;21.58;28;3;2;19;0;7.16;15.38;15.43;0;47.15;33.83;146.91;16.67;7.44;28.61;19.59;6;6;0;0;0;1;20;0;0;0;0;0;0;0.82;31;0;0;31;0;0.0;0.49;6.1;0;46.5;33.92;161.35;19.85;11.8;35.2;22.27;16;9;15;0;0;0;18;0;0;0;0;0;0;2.87;29;1;1;28;0;1.72;1.72;2.6;0;31.88;24.85;201.05;21.09;15.02;32.94;18.68;5;12;7;0;0;0;7;0;0;0;0;0;0;206.66;18;13;4;6;4;15.84;54.08;89.0;4;273.31;40.0;231.62;20.39;14.32;31.88;19.69;3;8;4;0;0;0;9;0;0;0;0;0;0;266.45;12;18;8;4;5;14.75;59.6;101.28;5;532.76;339.52;255.5;21.25;15.21;30.29;20.67;0;10;3;0;0;1;10;0;0;0;0;0;0;174.88;12;19;8;5;3;9.04;32.91;59.16;4;653.68;555.24;268.93;20.96;17.26;32.53;24.99;12;14;15;0;0;0;28;0;0;0;0;0;0;232.38;16;15;6;9;3;15.38;102.4;177.13;3;772.97;654.81;285.44;19.91;17.56;30.87;23.9;0;9;7;0;0;0;16;0;0;0;0;0;0;379.65;5;23;20;2;7;16.45;54.03;158.81;7;849.72;733.7;252.79;19.81;14.48;32.15;26.56;15;2;21;0;0;1;31;0;0;0;0;0;0;12.02;27;4;1;9;0;2.85;5.88;6.82;0;712.77;625.31;263.19;20.82;12.58;32.03;24.65;17;7;11;0;0;1;14;0;0;0;0;0;0;46.05;20;10;4;9;0;4.48;9.35;15.64;0;582.22;448.69;254.56;18.58;4.85;30.3;19.98;10;3;1;0;0;4;17;3;0;0;0;0;0;8.51;29;2;2;24;0;3.5;5.51;7.72;0;401.03;60.67;1
Piedade_de_Caratinga;2023;2.4;248.68;17.3;6.54;29.24;21.09;11;3;0;0;0;6;9;3;0;0;0;0;0;0.25;30;0;0;30;0;0.0;0.04;0.16;0;59.21;47.76;208.65;16.09;8.65;29.01;24.05;12;6;0;0;0;0;9;0;0;0;0;0;0;0.58;31;0;0;31;0;0.0;0.22;0.26;0;27.21;1.94;209.34;17.04;7.6;30.18;19.4;7;5;1;0;0;3;12;0;0;0;0;0;0;0.53;31;0;0;31;0;0.0;0.45;0.49;0;1.61;1.28;210.58;19.01;9.24;33.97;18.58;3;10;3;0;0;1;9;0;0;0;0;0;0;63.7;25;5;3;15;1;12.44;45.54;47.81;1;64.81;1.28;196.61;21.79;15.68;31.81;24.08;4;10;8;0;0;0;22;0;0;0;0;0;0;118.34;21;10;3;13;3;11.49;31.48;62.67;3;212.57;132.55;174.62;19.33;11.02;30.3;18.24;0;1;1;0;0;4;11;0;0;0;0;0;0;295.43;10;20;9;5;5;14.63;56.97;145.67;5;495.05;270.2;189.21;19.96;15.92;31.77;22.27;4;5;6;0;0;0;11;0;0;0;0;0;0;234.09;10;21;8;4;3;11.08;45.92;97.27;3;672.12;544.72;199.83;20.46;17.62;30.08;24.15;0;4;1;0;0;0;11;0;0;0;0;0;0;318.57;9;22;11;4;6;14.43;43.42;149.46;7;874.04;664.28;218.09;21.37;16.32;34.31;27.95;3;12;10;0;0;0;28;0;0;0;0;0;0;96.6;19;9;4;7;2;10.6;41.58;55.42;2;798.11;631.69;211.29;20.67;12.93;32.44;28.08;15;11;24;0;0;1;31;0;0;0;0;0;0;6.08;28;3;1;13;0;1.3;1.84;2.95;0;582.38;421.25;223.02;19.74;13.77;32.22;22.44;7;10;6;0;0;1;20;0;0;0;0;0;0;74.3;21;9;4;11;1;7.95;29.69;45.75;1;344.41;175.66;206.79;17.39;8.43;28.22;21.42;2;3;0;0;0;2;16;0;0;0;0;0;0;16.51;26;5;3;9;0;3.19;5.53;45.75;0;150.53;96.9;1
Pimenta;2012;1.8;305.53;14.45;5.31;27.79;20.24;2;1;0;0;0;3;9;3;0;0;0;0;0;20.3;27;3;2;20;0;6.33;10.92;19.76;0;218.25;74.5;284.72;13.19;5.16;29.88;21.18;10;3;0;0;0;2;14;5;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.32;0;46.77;22.34;277.05;14.8;2.75;34.07;22.02;12;3;16;0;0;1;27;1;1;0;0;0;0;3.64;30;1;1;27;0;2.64;2.64;3.15;0;24.1;23.94;261.9;17.03;6.33;34.24;25.4;8;2;17;0;0;9;30;2;0;0;0;0;0;0.37;30;0;0;30;0;0.0;0.37;0.37;0;4.18;3.96;259.27;19.74;12.3;34.28;19.25;3;4;11;0;0;2;8;0;0;0;0;0;0;129.2;15;16;5;5;0;7.87;17.94;54.05;0;130.95;19.8;267.47;18.94;11.53;31.88;22.19;1;0;5;0;0;5;13;0;0;0;0;0;0;114.3;20;10;3;7;1;11.19;45.32;69.95;1;286.92;134.2;259.41;19.93;16.7;31.07;22.02;0;1;5;0;0;0;16;0;0;0;0;0;0;379.94;8;23;7;4;6;16.47;39.09;119.32;6;623.44;398.98;266.02;19.66;16.83;30.89;21.16;0;0;2;0;0;0;19;0;0;0;0;0;0;438.61;9;22;11;6;6;19.76;79.49;195.11;6;941.4;812.14;258.87;20.15;15.36;33.9;24.87;5;1;11;0;0;7;16;0;0;0;0;0;0;73.81;19;10;6;8;0;7.28;17.28;47.65;0;946.8;849.31;225.65;18.94;14.84;33.46;22.24;5;0;14;0;0;3;16;0;0;0;0;0;0;140.13;19;12;4;6;2;11.38;28.13;54.03;2;739.15;652.55;201.28;18.63;12.92;31.43;23.37;3;4;5;0;0;0;28;0;0;0;0;0;0;53.59;22;8;2;6;0;6.55;18.79;50.52;0;467.92;269.72;194.52;15.68;9.1;29.23;19.13;4;1;0;0;0;1;7;0;0;0;0;0;0;53.97;25;6;3;13;0;8.54;15.63;31.86;0;265.51;238.8;2
Pimenta;2013;1.740013097576948;178.69;16.5;9.65;29.14;19.88;4;8;0;0;0;0;8;0;0;0;0;0;0;89.23;23;7;5;11;2;12.58;31.81;52.57;2;298.86;196.79;207.31;14.9;3.68;29.18;20.32;5;2;0;0;0;2;11;5;0;0;0;0;0;5.97;29;2;2;16;0;2.08;2.68;4.94;0;177.9;133.54;198.94;13.44;8.05;29.18;23.98;0;0;0;0;0;0;12;0;0;0;0;0;0;0.0;31;0;0;31;0;0.0;0.0;0.0;0;132.61;95.31;194.55;17.83;7.96;35.54;24.03;7;1;15;0;0;5;25;0;0;0;0;0;0;31.79;26;4;2;20;0;7.7;11.58;29.82;0;42.39;15.1;186.45;20.8;9.58;36.6;24.15;9;2;24;0;0;2;16;0;0;0;0;0;0;29.58;25;6;2;11;0;4.68;13.1;23.81;0;68.05;37.56;168.13;20.08;14.39;33.05;23.16;4;5;9;0;0;2;20;0;0;0;0;0;0;211.38;11;19;7;3;5;11.05;41.28;74.32;5;273.24;145.77;160.54;21.3;17.9;34.0;27.83;12;7;23;0;0;0;31;0;0;0;0;0;0;145.82;14;17;6;6;1;8.44;20.68;37.64;1;392.23;300.77;163.49;20.34;17.23;32.91;23.23;4;6;10;0;0;0;14;0;0;0;0;0;0;335.2;10;21;11;4;5;15.87;54.05;116.64;5;697.74;481.45;156.48;19.78;15.77;32.91;25.64;6;1;19;0;0;1;28;0;0;0;0;0;0;62.31;18;10;8;14;0;6.09;12.76;108.6;0;658.7;563.09;151.97;20.14;16.34;32.71;23.49;5;5;14;0;0;0;18;0;0;0;0;0;0;180.9;9;22;7;2;1;8.19;20.5;51.13;1;614.43;563.01;148.82;19.13;10.29;30.1;22.48;0;5;1;0;0;6;10;0;0;0;0;0;0;63.14;20;10;4;16;0;6.21;19.58;40.81;0;536.23;294.38;150.82;16.28;6.47;29.74;17.9;7;4;0;0;0;4;23;1;0;0;0;0;0;83.22;27;4;3;24;2;20.64;47.71;80.23;2;306.9;255.73;2
Pimenta;2014;1.620160213618158;130.72;15.62;9.18;29.55;19.66;3;10;0;0;0;0;10;0;0;0;0;0;0;39.93;24;6;3;12;0;6.6;16.45;80.23;0;308.94;145.94;132.13;14.31;5.16;30.99;17.47;5;6;1;0;0;3;10;7;0;0;0;0;0;20.24;27;4;2;16;0;4.71;9.85;11.14;0;143.34;131.82;124.29;14.91;6.35;31.18;23.72;1;2;1;0;0;2;14;3;0;0;0;0;0;3.63;30;1;1;18;0;3.01;3.01;3.63;0;144.03;63.8;121.96;20.03;10.67;34.48;21.91;2;5;10;0;0;0;24;0;0;0;0;0;0;78.28;21;9;2;11;0;8.62;17.1;30.93;0;126.24;44.14;113.4;19.61;12.31;32.88;18.58;1;3;13;0;0;2;13;0;0;0;0;0;0;97.18;21;10;4;9;1;9.56;25.76;59.88;1;185.21;133.23;102.47;21.76;16.23;33.59;19.37;3;3;14;0;0;0;9;0;0;0;0;0;0;181.54;16;14;8;9;3;12.83;41.06;99.32;3;357.0;225.4;107.92;22.05;17.54;33.29;24.31;3;18;13;1;0;0;19;0;0;0;0;0;0;259.17;9;22;7;3;3;11.74;46.83;82.02;3;541.49;401.76;115.33;20.96;15.3;33.8;28.37;10;3;28;0;0;3;31;0;0;0;0;0;0;36.64;24;7;3;8;0;4.94;15.59;26.08;0;512.91;455.64;142.68;19.64;16.15;34.35;27.04;11;1;23;0;0;2;28;0;0;0;0;0;0;32.55;24;4;3;15;0;7.93;15.93;28.33;0;445.47;336.05;185.2;19.25;13.2;32.25;23.18;3;1;19;0;0;7;23;0;0;0;0;0;0;57.01;20;11;5;7;0;4.97;9.81;19.58;0;297.57;141.75;193.21;19.02;10.04;32.74;20.67;9;3;12;0;0;4;22;0;0;0;0;0;0;124.79;15;15;4;6;1;8.29;21.4;46.69;1;214.4;180.34;181.83;18.46;8.09;29.52;23.14;6;3;0;0;0;5;17;0;0;0;0;0;0;23.42;27;4;2;12;0;5.67;9.26;19.57;0;217.05;187.8;2
Pimenta;2015;1.5;172.37;15.14;7.96;29.04;24.05;9;1;0;0;0;0;9;0;0;0;0;0;0;7.49;29;1;1;28;0;7.16;7.16;7.24;0;185.1;113.73;169.27;14.44;6.49;29.55;17.25;4;7;0;0;0;0;9;1;0;0;0;0;0;49.76;26;5;4;13;0;9.8;14.12;46.34;0;97.74;61.51;175.89;14.91;5.81;32.22;24.61;5;1;8;0;0;2;25;3;0;0;0;0;0;0.22;31;0;0;31;0;0.0;0.22;7.25;0;80.63;57.47;170.38;20.14;8.13;35.13;24.63;5;7;19;0;0;3;24;0;0;0;0;0;0;17.48;27;3;1;17;0;5.1;10.27;10.61;0;68.49;60.85;187.05;20.26;9.32;37.8;20.63;12;6;18;0;0;5;25;0;0;0;0;0;0;64.98;25;6;3;18;1;10.59;26.19;32.6;1;83.88;65.08;182.75;20.2;13.99;33.36;23.66;3;10;15;0;0;3;14;0;0;0;0;0;0;210.39;13;17;7;8;4;12.36;51.91;137.06;4;321.73;101.69;177.33;20.32;16.28;33.05;24.37;7;4;12;0;0;0;25;0;0;0;0;0;0;148.64;13;18;7;6;1;8.19;29.83;122.53;1;436.92;351.39;177.74;20.65;16.79;34.82;27.25;17;4;25;0;0;0;31;0;0;0;0;0;0;136.98;20;11;4;15;2;12.29;41.01;68.52;2;497.72;494.81;165.62;19.67;16.78;32.64;24.2;2;2;11;0;0;0;11;0;0;0;0;0;0;200.67;9;19;5;4;3;10.47;50.02;89.9;3;637.98;502.01;149.16;19.79;16.36;31.6;23.3;1;3;4;0;0;0;11;0;0;0;0;0;0;247.9;11;20;8;4;4;12.28;37.77;89.41;4;572.08;455.03;149.45;19.83;12.6;31.21;22.94;2;9;3;0;0;0;22;0;0;0;0;0;0;49.72;22;8;3;10;0;5.95;12.31;25.18;0;534.2;499.06;144.79;18.87;11.27;28.78;21.84;3;5;0;0;0;0;6;0;0;0;0;0;0;55.0;24;7;3;17;1;7.57;28.73;30.06;1;427.19;352.36;2
Pimenta;2016;1.62;151.12;15.85;8.16;29.21;20.34;3;9;0;0;0;0;14;0;0;0;0;0;0;25.53;25;5;3;12;0;4.78;17.92;24.28;0;282.54;129.78;135.75;15.81;10.33;29.13;22.68;9;13;0;0;0;0;13;0;0;0;0;0;0;1.84;30;1;1;22;0;1.52;1.52;1.52;0;111.62;81.6;135.27;15.2;8.53;32.46;25.07;4;5;10;0;0;0;31;0;0;0;0;0;0;1.86;30;1;1;25;0;1.86;1.86;1.86;0;63.86;7.29;119.6;19.26;10.86;35.88;20.22;12;9;19;0;0;1;17;0;0;0;0;0;0;115.02;22;8;7;16;2;14.23;49.25;100.2;2;119.03;115.0;122.08;21.57;14.61;37.11;25.72;15;6;29;0;0;0;31;0;0;0;0;0;0;19.61;29;2;1;22;0;9.22;12.07;12.52;0;136.49;117.82;117.53;20.67;16.79;34.72;25.25;10;20;19;0;0;0;30;0;0;0;0;0;0;180.1;14;16;7;4;2;11.01;37.05;80.46;2;373.38;161.63;123.18;20.05;18.15;32.37;24.75;6;6;20;0;0;0;28;0;0;0;0;0;0;208.58;9;22;8;4;3;9.36;30.35;62.29;3;409.57;323.3;121.39;21.31;17.45;32.34;23.91;2;14;7;0;0;0;16;0;0;0;0;0;0;315.48;10;21;10;5;5;14.94;40.6;118.22;5;704.16;446.75;120.82;20.63;16.39;33.18;29.72;5;7;26;0;0;1;29;0;0;0;0;0;0;97.42;16;13;4;6;0;7.35;16.08;62.07;0;685.45;600.39;135.5;20.31;16.67;32.34;23.54;6;8;12;0;0;0;25;0;0;0;0;0;0;130.63;11;20;8;3;0;6.45;19.41;48.76;0;581.72;541.94;134.36;19.61;14.38;32.53;22.97;20;2;23;0;0;0;28;0;0;0;0;0;0;31.67;27;3;2;26;0;10.56;16.58;31.67;0;504.46;259.72;135.26;16.5;8.11;30.08;24.82;7;4;1;0;0;2;15;0;0;0;0;0;0;21.57;27;4;2;11;0;4.69;12.12;32.99;0;261.08;191.85;2
Pimenta;2017;1.727272727272727;145.22;17.91;4.59;29.55;19.83;2;6;0;0;0;2;5;1;0;0;0;0;0;98.43;23;7;7;22;3;13.96;35.65;93.56;3;205.62;151.71;155.8;13.48;2.15;30.92;24.41;10;2;2;0;0;2;16;3;1;0;0;0;0;0.04;31;0;0;31;0;0.0;0.04;0.04;0;151.71;118.67;156.61;16.61;5.17;32.37;23.79;8;4;10;0;0;3;19;2;0;0;0;0;0;14.97;27;4;2;15;0;3.74;6.51;7.82;0;113.73;29.95;155.21;17.71;11.15;35.41;26.63;9;2;22;0;0;0;30;0;0;0;0;0;0;6.3;27;3;1;14;0;1.9;2.23;3.47;0;21.39;17.72;160.15;20.36;10.68;35.61;22.63;5;7;18;0;0;4;27;0;0;0;0;0;0;114.74;17;14;4;5;2;8.14;30.05;52.98;2;182.54;52.32;165.98;20.49;11.43;32.44;22.17;2;3;9;0;0;2;8;0;0;0;0;0;0;247.12;11;19;12;4;4;13.0;68.34;145.01;4;370.17;206.7;149.58;20.32;13.48;33.59;21.91;10;6;15;0;0;4;15;0;0;0;0;0;0;117.23;14;17;7;6;1;6.85;25.38;51.36;2;478.98;409.98;161.54;20.22;17.3;34.35;27.5;7;2;18;0;0;0;31;0;0;0;0;0;0;103.32;13;18;9;4;0;5.65;19.58;54.19;0;504.52;441.09;163.06;19.96;15.63;31.98;24.9;1;2;12;0;0;3;25;0;0;0;0;0;0;143.92;18;10;6;15;1;14.23;56.03;102.79;1;518.12;363.84;155.9;20.07;12.47;33.36;25.16;5;3;17;0;0;8;31;0;0;0;0;0;0;99.8;19;12;4;5;1;8.15;27.12;46.38;1;349.43;306.12;153.2;19.91;11.41;31.67;22.37;3;10;9;0;0;4;27;0;0;0;0;0;0;50.35;25;5;3;17;1;9.15;23.65;36.02;1;352.2;241.91;146.12;17.28;8.66;29.4;21.06;1;8;0;0;0;0;11;0;0;0;0;0;0;81.11;26;5;1;10;2;15.82;34.99;44.77;2;245.06;204.87;2
